turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
K,2022.1,MOISES VILLAMIL BALESTRO (30h),6T45,0,5,,PPGECSA2929,1225
L,2022.1,DANIEL BIN (30h),6T45 (06/06/2022 - 24/09/2022),0,5,-,PPGECSA2929,1225
M,2022.1,ELAINE MOREIRA (30h),6T45,0,5,,PPGECSA2929,1225
P,2022.1,PEDRO HENRIQUE DE MORAES CICERO (30h),6T45,0,5,,PPGECSA2929,1225
Q,2022.1,LIA ZANOTTA MACHADO (30h),6T45,0,5,,PPGECSA2929,1225
R,2022.1,EVERTON LUIS PEREIRA (30h),6T45,0,5,,PPGECSA2929,1225
B,2022.1,CRISTHIAN TEOFILO DA SILVA (60h),6M1234,0,5,,PPGECSA2933,1225
G,2022.1,LEONARDO CAVALCANTI DA SILVA (60h),6M1234,0,2,,PPGECSA2933,1225
H,2022.1,LILIA GONCALVES MAGALHAES (60h),6M1234,0,2,,PPGECSA2933,1225
L,2022.1,DANIEL BIN (60h),6M1234 (06/06/2022 - 24/09/2022),0,2,-,PPGECSA2933,1225
M,2022.1,ELAINE MOREIRA (60h),6T2345,0,3,,PPGECSA2933,1225
O,2022.1,RAPHAEL LANA SEABRA (60h),6T2345,0,2,,PPGECSA2933,1225
A,2022.1,CAMILO NEGRI (30h),7M12,1,8,,PPGECSA3862,1225
B,2022.1,CRISTHIAN TEOFILO DA SILVA (30h),7M12,0,8,,PPGECSA3862,1225
E,2022.1,ELIZABETH DEL SOCORRO RUANO IBARRA (30h),7M12,0,5,,PPGECSA3862,1225
F,2022.1,FRANCO DE MATOS (30h),7M12 (06/06/2022 - 24/09/2022),0,5,A definir,PPGECSA3862,1225
G,2022.1,LEONARDO CAVALCANTI DA SILVA (30h),7M12,0,5,,PPGECSA3862,1225
H,2022.1,LILIA GONCALVES MAGALHAES (30h),7M12,0,4,,PPGECSA3862,1225
I,2022.1,ROSAMARIA GIATTI CARNEIRO (30h),7M45,0,5,,PPGECSA3862,1225
J,2022.1,ROBERTO GOULART MENEZES (30h),7M12,0,5,,PPGECSA3862,1225
K,2022.1,MOISES VILLAMIL BALESTRO (30h),7M12,0,2,,PPGECSA3862,1225
L,2022.1,DANIEL BIN (30h),7M12 (06/06/2022 - 24/09/2022),0,2,-,PPGECSA3862,1225
M,2022.1,ELAINE MOREIRA (30h),7M12,0,5,,PPGECSA3862,1225
P,2022.1,PEDRO HENRIQUE DE MORAES CICERO (30h),7M12,0,5,,PPGECSA3862,1225
Q,2022.1,LIA ZANOTTA MACHADO (30h),7M12,0,5,,PPGECSA3862,1225
R,2022.1,EVERTON LUIS PEREIRA (30h),7M12,0,5,,PPGECSA3862,1225
A,2022.1,FLAVIA CRISTINA CRUZ LAMBERTI (60h),4M1234,0,20,,POSTRAD0035,1494
A,2022.1,VALMI HATJE FAGGION (60h),5M1234,0,20,,POSTRAD0037,1494
A,2022.1,PATRICIA TUXI DOS SANTOS (60h),5T2345,0,20,,POSTRAD0038,1494
B,2022.1,VALMI HATJE FAGGION (30h),7M12,0,0,,POSTRAD0046,1494
C,2022.1,GERMANA HENRIQUES PEREIRA (30h),7M12 (06/06/2022 - 24/09/2022),1,1,A definir,POSTRAD0046,1494
D,2022.1,HELENA SANTIAGO VIGATA (30h),7M12,0,1,,POSTRAD0046,1494
E,2022.1,HELENA SANTIAGO VIGATA (30h),7M12,0,2,a definir,POSTRAD0046,1494
A,2022.1,ALBA ELENA ESCALANTE ALVAREZ (60h),3M1234,0,20,,POSTRAD2086,1494
F,2022.1,RONALDO MANZI FILHO (30h),5T2345,0,20,A definir,PPGE2479,917
F,2022.1,HERIVELTO PEREIRA DE SOUZA (30h),5T2345,0,20,A definir,PPGE2479,917
A,2022.1,AGNALDO CUOCO PORTUGAL (60h),7M1234,0,3,,PPGFIL0008,917
B,2022.1,ALEXANDRE FERNANDES BATISTA COSTA LEITE (60h),4T2345,0,3,,PPGFIL0008,917
C,2022.1,ALEX SANDRO CALHEIROS DE MOURA (60h),4T2345,0,3,,PPGFIL0008,917
D,2022.1,ANDRE LECLERC (60h),4T2345,0,3,,PPGFIL0008,917
F,2022.1,CLAUDIO ARAUJO REIS (60h),4T2345,0,3,,PPGFIL0008,917
G,2022.1,ERICK CALHEIROS DE LIMA (60h),4T2345,0,3,,PPGFIL0008,917
H,2022.1,GILBERTO TEDEIA (60h),4T2345,0,3,,PPGFIL0008,917
J,2022.1,HILAN NISSIOR BENSUSAN (60h),4T2345,0,3,,PPGFIL0008,917
K,2022.1,MARCOS AURELIO FERNANDES (60h),4T2345,0,3,,PPGFIL0008,917
L,2022.1,MARCIO GIMENES DE PAULA (60h),4T2345,0,3,,PPGFIL0008,917
M,2022.1,MARIA CECILIA PEDREIRA DE ALMEIDA (60h),4T2345,1,3,,PPGFIL0008,917
N,2022.1,PHILIPPE CLAUDE THIERRY LACOUR (60h),4T2345,0,3,,PPGFIL0008,917
O,2022.1,SAMUEL JOSE SIMON RODRIGUES (60h),4T2345 (06/06/2022 - 24/09/2022),0,3,Módulo 20 - ICC Norte,PPGFIL0008,917
X,2022.1,FERNANDO RIBEIRO DE MORAES BARROS (60h),2T2345,0,3,,PPGFIL0008,917
Y,2022.1,FEDERICO BOCCACCINI (60h),4M1234,0,3,,PPGFIL0008,917
Z,2022.1,ALEXANDRE HAHN (60h),2M1234 (06/06/2022 - 24/09/2022),0,3,Módulo 20 - ICC Norte,PPGFIL0008,917
A,2022.1,AGNALDO CUOCO PORTUGAL (60h),7M1234,0,3,,PPGFIL0009,917
B,2022.1,ALEXANDRE FERNANDES BATISTA COSTA LEITE (60h),5M1234,0,3,,PPGFIL0009,917
C,2022.1,ALEX SANDRO CALHEIROS DE MOURA (60h),5T2345,0,3,,PPGFIL0009,917
D,2022.1,ANDRE LECLERC (60h),5T2345,0,3,,PPGFIL0009,917
F,2022.1,CLAUDIO ARAUJO REIS (60h),5T2345,0,3,,PPGFIL0009,917
G,2022.1,ERICK CALHEIROS DE LIMA (60h),5T2345,0,3,,PPGFIL0009,917
H,2022.1,GILBERTO TEDEIA (60h),5T2345,0,3,,PPGFIL0009,917
J,2022.1,HILAN NISSIOR BENSUSAN (60h),5T2345,0,3,,PPGFIL0009,917
K,2022.1,MARCOS AURELIO FERNANDES (60h),5T2345,0,3,,PPGFIL0009,917
L,2022.1,MARCIO GIMENES DE PAULA (60h),5T2345,0,3,,PPGFIL0009,917
M,2022.1,MARIA CECILIA PEDREIRA DE ALMEIDA (60h),5T2345,0,3,,PPGFIL0009,917
N,2022.1,PHILIPPE CLAUDE THIERRY LACOUR (60h),5T2345,0,3,,PPGFIL0009,917
O,2022.1,SAMUEL JOSE SIMON RODRIGUES (60h),5T2345 (06/06/2022 - 24/09/2022),0,3,Módulo 20 - ICC Norte,PPGFIL0009,917
Y,2022.1,FEDERICO BOCCACCINI (60h),4M1234,0,3,,PPGFIL0009,917
G,2022.1,FABIO MASCARENHAS NOLASCO (60h),5M1234,0,20,,PPGFIL0028,917
A,2022.1,ALEXANDRE HAHN (60h),35M34 (06/06/2022 - 24/09/2022),0,20,Módulo 20 - ICC Norte,PPGFIL0039,917
A,2022.1,Luís Felipe Lopes (60h),4T2345 (06/06/2022 - 24/09/2022),0,20,A DEFINIR,PPGFIL0043,917
C,2022.1,HILAN NISSIOR BENSUSAN (60h),3T4567 3N1,0,20,,PPGFIL0053,917
A,2022.1,AGNALDO CUOCO PORTUGAL (60h),6T2345,0,3,,PPGFIL0106,917
B,2022.1,ALEXANDRE FERNANDES BATISTA COSTA LEITE (60h),6T2345,0,3,,PPGFIL0106,917
C,2022.1,ALEX SANDRO CALHEIROS DE MOURA (60h),6T2345,0,3,,PPGFIL0106,917
D,2022.1,ANDRE LECLERC (60h),6T2345,0,3,,PPGFIL0106,917
F,2022.1,CLAUDIO ARAUJO REIS (60h),6T2345,0,3,,PPGFIL0106,917
G,2022.1,ERICK CALHEIROS DE LIMA (60h),6T2345,1,3,,PPGFIL0106,917
H,2022.1,FABIO MASCARENHAS NOLASCO (60h),6T2345,0,3,,PPGFIL0106,917
I,2022.1,GILBERTO TEDEIA (60h),6T2345,0,3,,PPGFIL0106,917
K,2022.1,HERIVELTO PEREIRA DE SOUZA (60h),6T2345,0,3,,PPGFIL0106,917
L,2022.1,HILAN NISSIOR BENSUSAN (60h),6T2345,0,3,,PPGFIL0106,917
N,2022.1,MARCOS AURELIO FERNANDES (60h),6T2345,0,3,,PPGFIL0106,917
O,2022.1,MARIA CECILIA PEDREIRA DE ALMEIDA (60h),6T2345,0,3,,PPGFIL0106,917
P,2022.1,PHILIPPE CLAUDE THIERRY LACOUR (60h),6T2345,0,3,,PPGFIL0106,917
R,2022.1,PRISCILA ROSSINETTI RUFINONI (60h),7M1234,0,3,,PPGFIL0106,917
T,2022.1,HILAN NISSIOR BENSUSAN (60h),7M1234,0,3,,PPGFIL0106,917
Y,2022.1,FEDERICO BOCCACCINI (60h),6M1234,0,3,,PPGFIL0106,917
Z,2022.1,ALEXANDRE HAHN (60h),4M1234 (06/06/2022 - 24/09/2022),0,3,Módulo 20 - ICC Norte,PPGFIL0106,917
D,2022.1,GUY HAMELIN (60h),4M1234 (06/06/2022 - 24/09/2022),0,20,Módulo 20 - ICC Norte,PPGFIL2277,917
H,2022.1,LIGIA PAVAN BAPTISTA (60h),6M1234 (06/06/2022 - 24/09/2022),0,20,a definir,PPGFIL2946,917
A,2022.1,ANDRE LECLERC (60h),2T2345,0,20,,PPGFIL3065,917
A,2022.1,AGNALDO CUOCO PORTUGAL (60h),2M1234,0,3,,PPGFIL3067,917
B,2022.1,ALEXANDRE FERNANDES BATISTA COSTA LEITE (60h),2M1234,0,3,,PPGFIL3067,917
C,2022.1,ALEX SANDRO CALHEIROS DE MOURA (60h),2M1234,0,3,,PPGFIL3067,917
D,2022.1,ANDRE LECLERC (60h),2M1234,0,3,,PPGFIL3067,917
F,2022.1,CLAUDIO ARAUJO REIS (60h),2M1234,0,3,,PPGFIL3067,917
G,2022.1,ERICK CALHEIROS DE LIMA (60h),2M1234,0,3,,PPGFIL3067,917
H,2022.1,FABIO MASCARENHAS NOLASCO (60h),2M1234,0,3,,PPGFIL3067,917
I,2022.1,GILBERTO TEDEIA (60h),2M1234,0,3,,PPGFIL3067,917
K,2022.1,HERIVELTO PEREIRA DE SOUZA (60h),2M1234,0,3,,PPGFIL3067,917
L,2022.1,HILAN NISSIOR BENSUSAN (60h),2M1234,0,3,,PPGFIL3067,917
N,2022.1,MARCOS AURELIO FERNANDES (60h),2M1234,0,3,,PPGFIL3067,917
O,2022.1,MARCIO GIMENES DE PAULA (60h),2M1234,0,3,,PPGFIL3067,917
P,2022.1,MARIA CECILIA PEDREIRA DE ALMEIDA (60h),2M1234,0,3,,PPGFIL3067,917
Q,2022.1,PHILIPPE CLAUDE THIERRY LACOUR (60h),2M1234,0,3,,PPGFIL3067,917
U,2022.1,MARIA CECILIA PEDREIRA DE ALMEIDA (60h),7M1234,1,3,,PPGFIL3067,917
W,2022.1,PRISCILA ROSSINETTI RUFINONI (60h),2T2345,0,4,,PPGFIL3067,917
X,2022.1,FERNANDO RIBEIRO DE MORAES BARROS (60h),3T2345,0,3,,PPGFIL3067,917
Y,2022.1,FEDERICO BOCCACCINI (60h),2M1234,0,3,,PPGFIL3067,917
A,2022.1,AGNALDO CUOCO PORTUGAL (60h),3M1234,0,3,,PPGFIL3068,917
B,2022.1,ALEXANDRE FERNANDES BATISTA COSTA LEITE (60h),3M1234,0,3,,PPGFIL3068,917
C,2022.1,ALEX SANDRO CALHEIROS DE MOURA (60h),3T2345,0,3,,PPGFIL3068,917
D,2022.1,ANDRE LECLERC (60h),3M1234,0,3,,PPGFIL3068,917
F,2022.1,CLAUDIO ARAUJO REIS (60h),3M1234,0,3,,PPGFIL3068,917
G,2022.1,ERICK CALHEIROS DE LIMA (60h),3M1234,3,3,,PPGFIL3068,917
H,2022.1,FABIO MASCARENHAS NOLASCO (60h),3M1234,0,3,,PPGFIL3068,917
I,2022.1,GILBERTO TEDEIA (60h),3M1234,0,3,,PPGFIL3068,917
J,2022.1,GUY HAMELIN (60h),3M1234 (06/06/2022 - 24/09/2022),0,3,a definir,PPGFIL3068,917
K,2022.1,HERIVELTO PEREIRA DE SOUZA (60h),3M1234,0,3,,PPGFIL3068,917
L,2022.1,HILAN NISSIOR BENSUSAN (60h),3M1234,2,3,,PPGFIL3068,917
N,2022.1,MARCOS AURELIO FERNANDES (60h),3M1234,0,3,,PPGFIL3068,917
O,2022.1,MARCIO GIMENES DE PAULA (60h),3M1234,0,3,,PPGFIL3068,917
P,2022.1,MARIA CECILIA PEDREIRA DE ALMEIDA (60h),3M1234,0,3,,PPGFIL3068,917
Q,2022.1,PHILIPPE CLAUDE THIERRY LACOUR (60h),3M1234,0,3,,PPGFIL3068,917
W,2022.1,PRISCILA ROSSINETTI RUFINONI (60h),3T2345,0,3,,PPGFIL3068,917
X,2022.1,FERNANDO RIBEIRO DE MORAES BARROS (60h),4T2345,0,3,,PPGFIL3068,917
Y,2022.1,FEDERICO BOCCACCINI (60h),3M1234,0,3,,PPGFIL3068,917
A,2022.1,DANILO BATISTA PINHO (60h),3T2345,0,15,,PPGBB1911,947
A,2022.1,MAURICIO ROSSATO (15h),4M1234 (06/06/2022 - 24/09/2022),0,15,-,PPGBB1915,947
A,2022.1,MARISA A DA S VELLOSO FERREIRA (45h),4M1234 (06/06/2022 - 24/09/2022),0,15,-,PPGBB1915,947
BA,2022.1,MICHELINE CARVALHO SILVA (30h),7T23,0,1,,PPGBB3527,947
BB,2022.1,CAROLYN ELINORE BARNES PROENCA (30h),7T23 (06/06/2022 - 24/09/2022),0,1,PPG,PPGBB3527,947
E,2022.1,GEORGIOS JOANNIS PAPPAS JUNIOR (30h),7M12,0,2,,PPGBB3527,947
EA,2022.1,MIGUEL ANGELO MARINI (30h),7T23,0,1,,PPGBB3527,947
FB,2022.1,MAURICIO ROSSATO (30h),7T23,0,3,,PPGBB3527,947
FD,2022.1,TATSUYA NAGATA (30h),7T23,0,3,,PPGBB3527,947
A,2022.1,DANIELA MARA DE OLIVEIRA (30h),2M5  2T1,0,8,a definir,PPGBB3638,947
B,2022.1,FERNANDA PAULINI (30h),2M5  2T1 (06/06/2022 - 24/09/2022),0,2,A definir,PPGBB3638,947
BA,2022.1,DANIELA CRISTINA ZAPPI (30h),7T23,0,1,,PPGBB3638,947
BB,2022.1,DULCE MARIA SUCENA DA ROCHA (30h),7T23 (06/06/2022 - 24/09/2022),0,1,a designar,PPGBB3638,947
BC,2022.1,SUELI MARIA GOMES (30h),7T23,0,2,,PPGBB3638,947
D,2022.1,THOMAS CHRISTOPHER RHYS WILLIAMS (30h),7M12,0,2,,PPGBB3638,947
E,2022.1,PATRICIA ALBUQUERQUE DE ANDRADE NICOLA (30h),7M12,1,2,,PPGBB3638,947
EA,2022.1,ANDRE FARIA MENDONCA (30h),7T23,0,1,,PPGBB3638,947
EB,2022.1,LUDGERO CARDOSO GALLI VIEIRA (30h),7T23,0,2,,PPGBB3638,947
EC,2022.1,ROSANA TIDON (30h),7T23,0,1,,PPGBB3638,947
ED,2022.1,GABRIELA BIELEFELD NARDOTTO (30h),7T23,0,1,,PPGBB3638,947
EE,2022.1,MURILO SVERSUT DIAS (30h),7T23,0,2,,PPGBB3638,947
EF,2022.1,LUDMILLA MOURA DE SOUZA AGUIAR (30h),7T23,0,1,,PPGBB3638,947
EG,2022.1,MERCEDES MARIA DA CUNHA BUSTAMANTE (30h),7T23,0,1,,PPGBB3638,947
EH,2022.1,RAUL ALBERTO LAUMANN (30h),7T23 (06/06/2022 - 24/09/2022),0,1,A definir,PPGBB3638,947
FB,2022.1,CESAR KOPPE GRISOLIA (30h),2M34,0,1,,PPGBB3638,947
ZA,2022.1,ANTONIO JOSE CAMILLO DE AGUIAR (15h),7M12,0,1,,PPGBB3638,947
A,2022.1,JOAO PAULO FIGUEIRO LONGO (30h),2T12 (06/06/2022 - 24/09/2022),0,1,A designar,PPGBB3639,947
BB,2022.1,THAIS RIBEIRO SANTIAGO (30h),7T23,0,1,,PPGBB3639,947
C,2022.1,FERNANDA PAULINI (30h),3M34 (06/06/2022 - 24/09/2022),0,1,A definir,PPGBB3639,947
D,2022.1,JOAO PAULO FIGUEIRO LONGO (30h),4M34,0,1,,PPGBB3639,947
E,2022.1,TATIANA AMABILE DE CAMPOS (30h),7M34,0,2,,PPGBB3639,947
EA,2022.1,ROSANA TIDON (30h),7T23,0,1,,PPGBB3639,947
EB,2022.1,HELOISA SINATORA MIRANDA (30h),7T23,0,1,,PPGBB3639,947
EC,2022.1,MIGUEL ANGELO MARINI (30h),7T23,0,3,,PPGBB3639,947
ED,2022.1,GUARINO RINALDI COLLI (30h),7T23,0,1,,PPGBB3639,947
FA,2022.1,DANILO BATISTA PINHO (30h),5M12,0,3,,PPGBB3639,947
A,2022.1,ANAMELIA LORENZETTI BOCCA (30h),5M1234 (06/06/2022 - 24/09/2022),0,5,a definir,PPGBB3650,947
A,2022.1,LARISSA FERNANDES MATOS (30h),5M1234 (06/06/2022 - 24/09/2022),0,5,a definir,PPGBB3650,947
B,2022.1,ANAMELIA LORENZETTI BOCCA (30h),3T2345 (06/06/2022 - 24/09/2022),0,6,a definir,PPGBB3650,947
B,2022.1,LARISSA FERNANDES MATOS (30h),3T2345 (06/06/2022 - 24/09/2022),0,6,a definir,PPGBB3650,947
FA,2022.1,DANILO BATISTA PINHO (60h),3T67 3N1234,0,3,,PPGFIT0010,947
FB,2022.1,THAIS RIBEIRO SANTIAGO (60h),3T67 3N1234,0,3,,PPGFIT0010,947
FA,2022.1,DANILO BATISTA PINHO (60h),2T67 2N1234,0,3,,PPGFIT0011,947
FB,2022.1,LUIZ EDUARDO BASSAY BLUM (60h),2T67 2N1234,0,3,,PPGFIT0011,947
FC,2022.1,RITA DE CASSIA PEREIRA CARVALHO (60h),2T67 2N1234,0,3,,PPGFIT0011,947
A,2022.1,CLEBER FURLANETTO (15h),6T1 (06/06/2022 - 24/09/2022),0,8,a definir,PPGFIT0107,947
A,2022.1,MARISA A DA S VELLOSO FERREIRA (15h),6T5 (06/06/2022 - 24/09/2022),0,8,-,PPGFIT0110,947
A,2022.1,CLEBER FURLANETTO (60h),3T67 3N1234,0,5,,PPGFIT0170,947
A,2022.1,THAIS RIBEIRO SANTIAGO (45h),2T2345 (06/06/2022 - 24/09/2022),0,10,-,PPGFIT0171,947
A,2022.1,JUVENIL ENRIQUE CARES (8h),2T2345 (06/06/2022 - 24/09/2022),0,10,-,PPGFIT0171,947
A,2022.1,MARISA A DA S VELLOSO FERREIRA (7h),2T2345 (06/06/2022 - 24/09/2022),0,10,-,PPGFIT0171,947
A,2022.1,RITA DE CASSIA PEREIRA CARVALHO (30h),5T67 5N1,0,5,,PPGFIT1910,947
A,2022.1,CLAUDIO LUCIO COSTA (15h),5T67 5N1,0,5,,PPGFIT1910,947
B,2022.1,RITA DE CASSIA PEREIRA CARVALHO (45h),4T2345,0,10,,PPGFIT1910,947
A,2022.1,LUIZ EDUARDO BASSAY BLUM (45h),5M123,0,20,,PPGFIT1919,947
A,2022.1,MAURICIO ROSSATO (15h),7M4,0,8,,PPGFIT1927,947
A,2022.1,RITA DE CASSIA PEREIRA CARVALHO (15h),7M5,0,8,,PPGFIT1928,947
A,2022.1,DANILO BATISTA PINHO (15h),4T2345 (06/06/2022 - 24/09/2022),0,10,Sala de aula do PPG-FIT,PPGFIT1935,947
A,2022.1,LEONARDO SILVA BOITEUX (60h),4T2345 (06/06/2022 - 24/09/2022),0,10,Sala de aula do PPG-FIT,PPGFIT1935,947
B,2022.1,RITA DE CASSIA PEREIRA CARVALHO (60h),4T67 4N1234,0,10,,PPGFIT1935,947
A,2022.1,THAIS RIBEIRO SANTIAGO (45h),2M12,0,1,,PPGFIT1936,947
A,2022.1,PEDRO HENRIQUE DE OLIVEIRA NETO (90h),2M34 3M34 5M34,0,30,,PPGBIOMOL3337,985
A,2022.1,VIKTOR DODONOV (90h),2T45 3T45 4T45,0,30,,PPGFIS0018,985
A,2022.1,ALEXANDRE CAVALHEIRO DIAS (90h),2T23 4T23 6T23,0,30,,PPGFIS0045,985
A,2022.1,ALEKSANDR NIKOLAIEVICH PINZUL (90h),3T23 5T23 5T45,0,30,,PPGFIS0099,985
A,2022.1,LUIZ ANTONIO RIBEIRO JUNIOR (30h),2N123,0,30,,PPGFIS0175,985
A,2022.1,LUIZ ANTONIO RIBEIRO JUNIOR (30h),6N123,0,30,,PPGFIS0176,985
A,2022.1,LUIZ ANTONIO RIBEIRO JUNIOR (30h),2N34,0,30,,PPGFIS0177,985
A,2022.1,JORLANDIO FRANCISCO FELIX (60h),2T23 4T23,0,30,,PPGFIS0180,985
A,2022.1,TARCISIO MARCIANO DA ROCHA FILHO (90h),2T45 4T45 6T45,0,30,,PPGFIS1820,985
A,2022.1,GERALDO MAGELA E SILVA (90h),2M34 4M34 6M34,0,30,,PPGFIS3335,985
A,2022.1,DAVID LIMA AZEVEDO (60h),3N123 5N123,0,10,,PPGFIS3352,985
A,2022.1,RICARDO GARGANO (60h),3T45 5T45,0,30,,PPGFIS3745,985
A,2022.1,SEBASTIAO WILLIAM DA SILVA (30h),4N123,0,5,,PPGFIS3747,985
B,2022.1,JUDES GONCALVES DOS SANTOS (30h),3M34,1,5,,PPGFIS3747,985
B,2022.1,LUCAS VIEIRA BARROS (60h),2M1234,0,1,,PPGEO3752,932
C,2022.1,JOSE ELOI GUIMARAES CAMPOS (60h),2M1234,0,1,,PPGEO3752,932
D,2022.1,ADALENE MOREIRA SILVA (60h),2M1234,0,1,,PPGEO3752,932
E,2022.1,GEORGE SAND LEAO ARAUJO DE FRANCA (60h),7M1234,0,1,,PPGEO3752,932
I,2022.1,WELITOM RODRIGUES BORGES (60h),2M1234,0,1,,PPGEO3752,932
J,2022.1,MARTINO GIORGIONI (60h),2M1234,0,1,,PPGEO3752,932
K,2022.1,MONICA GIANNOCCARO VON HUELSEN (60h),7M1234,0,1,,PPGEO3752,932
L,2022.1,CLAUDINEI GOUVEIA DE OLIVEIRA (30h),2M1234,0,1,,PPGEO3752,932
M,2022.1,WELITOM RODRIGUES BORGES (60h),2M1234,0,1,,PPGEO3752,932
A,2022.1,LUCIANO SOARES DA CUNHA (30h),3T23 (06/06/2022 - 24/09/2022),0,25,Sala de Pós 2,PPGGAG0218,932
A,2022.1,JULIA BARBOSA CURTO MA (30h),3M34 (06/06/2022 - 24/09/2022),0,25,Sala de Pós 2,PPGGAG0220,932
A,2022.1,GUSTAVO MACEDO DE MELLO BAPTISTA (30h),6T45,0,20,,PPGGAG0244,932
A,2022.1,ADRIANA CHATACK CARMELO (60h),6M34  3T23 (06/06/2022 - 24/09/2022),0,10,a definir,PPGGAG0288,932
A,2022.1,TATI DE ALMEIDA (30h),3M12,0,1,,PPGGAG1888,932
A,2022.1,EDILSON DE SOUZA BIAS (60h),5T2345,0,10,,PPGGAG1958,932
A,2022.1,GEORGE SAND LEAO ARAUJO DE FRANCA (60h),5M1234,0,15,,PPGGAG3478,932
B,2022.1,ELTON LUIZ DANTAS (60h),7M1234,0,1,,PPGGAG3480,932
C,2022.1,ADRIANA CHATACK CARMELO (60h),2M1234 (06/06/2022 - 24/09/2022),0,1,a definir,PPGGAG3480,932
D,2022.1,JULIA BARBOSA CURTO MA (60h),2M1234,0,1,,PPGGAG3480,932
E,2022.1,VINICIUS VASCONCELOS DE SOUZA (60h),2M1234 (06/06/2022 - 24/09/2022),0,1,-,PPGGAG3480,932
F,2022.1,MARIA EMILIA SCHUTESKY (60h),7M1234,0,1,,PPGGAG3480,932
G,2022.1,JOSE ELOI GUIMARAES CAMPOS (60h),7M1234,0,1,,PPGGAG3480,932
A,2022.1,GEORGE SAND LEAO ARAUJO DE FRANCA (30h),6T23,0,15,,PPGGAG3481,932
A,2022.1,ELDER YOKOYAMA (60h),5T2345,0,10,,PPGGAG3482,932
A,2022.1,MARCELO HENRIQUE LEAO SANTOS (60h),2M5 3M5 2T1 3T1,0,10,,PPGGAG3542,932
A,2022.1,GIULIANO SANT ANNA MAROTTA (30h),5T23,0,10,,PPGGAG3543,932
A,2022.1,ALEXANDRE DE AMORIM TEIXEIRA (60h),3N1234,0,15,,PPGT0029,932
E,2022.1,EDER DE SOUZA MARTINS (60h),6M1234,0,15,,PPGCA0033,1493
C,2022.1,CRISTINA MARIA COSTA LEITE (30h),2M12,0,2,,PPGGEA0066,1493
F,2022.1,FERNANDO LUIZ ARAUJO SOBRINHO (30h),2T67 2N12,0,3,,PPGGEA0066,1493
H,2022.1,HELEN DA COSTA GURGEL (30h),4T67 4N12,0,2,,PPGGEA0066,1493
R,2022.1,ROBERTO ARNALDO TRANCOSO GOMES (30h),5M34,0,2,,PPGGEA0066,1493
E,2022.1,EDER RENATO MERINO (60h),4M1234,0,20,,PPGGEA0073,1493
J,2022.1,JUSCELINO EUDAMIDAS BEZERRA (60h),4T4567 4N1,0,15,,PPGGEA0395,1493
05,2022.1,EVERALDO BATISTA DA COSTA (30h),7N12,0,2,MODULO 23,PPGGEA0444,1493
F,2022.1,FERNANDO LUIZ ARAUJO SOBRINHO (30h),3N234,0,4,,PPGGEA0444,1493
O,2022.1,OSMAR ABILIO DE CARVALHO JUNIOR (30h),7M12,0,2,,PPGGEA0444,1493
R,2022.1,ROBERTO ARNALDO TRANCOSO GOMES (30h),6T67 6N12,0,1,,PPGGEA0444,1493
V,2022.1,VALDIR ADILSON STEINKE (30h),5M5  5T1 (06/06/2022 - 24/09/2022),0,1,A designar,PPGGEA0444,1493
04,2022.1,VALDIR ADILSON STEINKE (30h),7M45 (06/06/2022 - 24/09/2022),0,1,A Designar,PPGGEA3506,1493
H,2022.1,HELEN DA COSTA GURGEL (30h),3T67 3N12,0,3,,PPGGEA3506,1493
R,2022.1,RAFAEL SANZIO ARAUJO DOS ANJOS (30h),6M12 (06/06/2022 - 08/10/2022),0,1,A designar,PPGGEA3506,1493
R,2022.1,ROBERTO ARNALDO TRANCOSO GOMES (30h),6M12,0,2,,PPGGEA3506,1493
D,2022.1,DANTE FLAVIO DA COSTA REIS JUNIOR (30h),5T45,0,2,,PPGGEA3507,1493
M,2022.1,MARILIA LUIZA PELUSO (30h),3T45,0,2,,PPGGEA3507,1493
V,2022.1,VINICIUS VASCONCELOS DE SOUZA (30h),6N12 (06/06/2022 - 24/09/2022),0,1,-,PPGGEA3507,1493
J,2022.1,JOSE SOBREIRO FILHO (60h),6M1234,0,30,,PPGGEA3510,1493
R,2022.1,ROBERTO ARNALDO TRANCOSO GOMES (60h),6T2345 (06/06/2022 - 24/09/2022),0,20,A DEFINIR,PPGGEA3510,1493
E,2022.1,EVERALDO BATISTA DA COSTA (30h),7M12,0,2,,PPGGEA3663,1493
M,2022.1,MARILIA STEINBERGER (30h),2T67 2N12,0,10,,PPGGEA3663,1493
M,2022.1,MARILIA LUIZA PELUSO (60h),4T2345,0,15,,PPGGEA3833,1493
N,2022.1,NEIO LUCIO DE OLIVEIRA CAMPOS (60h),2M1234,0,15,,PPGGEA3900,1493
C,2022.1,CRISTINA MARIA COSTA LEITE (30h),6T45,0,5,,PPGGEA4050,1493
E,2022.1,EVERALDO BATISTA DA COSTA (30h),7M45,0,3,,PPGGEA4050,1493
F,2022.1,FERNANDO LUIZ ARAUJO SOBRINHO (30h),3T67 3N12,0,5,,PPGGEA4050,1493
J,2022.1,JUSCELINO EUDAMIDAS BEZERRA (30h),6T45,0,3,,PPGGEA4050,1493
N,2022.1,NEIO LUCIO DE OLIVEIRA CAMPOS (30h),6T67 6N12,0,3,,PPGGEA4050,1493
H,2022.1,HELEN DA COSTA GURGEL (60h),3T2345,0,20,,PPGSA0025,1493
